id,code,name,description,notes,symbol
sat_udm_code_1473,LTR,Litro,"Es una unidad de volumen equivalente a un decímetro cúbico (1 dm³). Su uso es aceptado en el Sistema Internacional de Unidades (SI), aunque ya no pertenece estrictamente a él.",,l
sat_udm_code_1474,LUB,"Tonelada métrica, aceite lubricante",Unidad de masa que define el número de toneladas métricas de aceite lubricante.,,
sat_udm_code_1475,LUM,Lumen,"El lumen es la unidad estándar del flujo luminoso de una fuente de luz. Es una unidad derivada del sistema internacional, basada en la candela.",,lm
sat_udm_code_1476,LUX,Lux,Un lux es la incidencia perpendicular de un lumen en una superficie de 1 metro cuadrado. Equivale a 0.0929 lúmenes.,,lx
sat_udm_code_1477,LX,Yarda lineal por libra,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_1478,LY,Yarda lineal,Unidad de conteo que define el número de unidades de 36 pulgadas en longitud de un objeto de ancho uniforme.,,
sat_udm_code_1479,M0,cinta magnética,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_1480,M1,Miligramo por litro,,,mg/l
sat_udm_code_1481,M10,Reciprocidad de la yarda cuadrada,,,1/yd³
sat_udm_code_1482,M11,Yarda cúbica por grado fahrenheit,,,yd³/°F
sat_udm_code_1483,M12,Yarda cúbica por día,,,yd³/d
sat_udm_code_1484,M13,Yarda cúbica por hora ,,,yd³/h
sat_udm_code_1485,M14,Yarda cúbica por psi (libra por pulgada cuadrada),,,yd³/psi
sat_udm_code_1486,M15,Yarda cúbica por minuto,,,yd³/min
sat_udm_code_1487,M16,Yarda cúbica por segundo,,,yd³/s
sat_udm_code_1488,M17,Kilohertz metro,,,kHz·m
sat_udm_code_1489,M18,Gigahertz metro,,,GHz·m
sat_udm_code_1490,M19,Beaufort,"Una medida empírica para describir la velocidad del viento basada principalmente en condiciones marinas observadas. La escala de Beaufort indica la velocidad del viento por números que típicamente varían de 0 para la calma, a 12 para el huracán.",,Bft
sat_udm_code_1491,M20,Recíproco de megakelvin ó megakelvin a la potencia menos 1,,,1/MK
sat_udm_code_1492,M21,Kilovoltio-amperio hora recíprocidad,,,1/kVAh
sat_udm_code_1493,M22,Milímetro por centímetro cuadrado minuto,,,(ml/min)/cm²
sat_udm_code_1494,M23,Newton por centímetro,,,N/cm
sat_udm_code_1495,M24,Ohm kilómetro,,,Ω·km
sat_udm_code_1496,M25,Porcentaje por grado celsius,"Unidad de proporción, igual a 0,01, en relación a una temperatura de un grado.",,%/°C
sat_udm_code_1497,M26,GigaOhm por metro,,,GΩ/m
sat_udm_code_1498,M27,Megahertz metro,,,MHz·m
sat_udm_code_1499,M29,Kilogramo por kilogramo,,,kg/kg
sat_udm_code_1500,M30,voltio-amperio segundo recíprocidad,,,1/(V·A·s)
sat_udm_code_1501,M31,Kilogramo por kilómetro,,,kg/km
sat_udm_code_1502,M32,Segundos pascal por litro,,,Pa·s/l
sat_udm_code_1503,M33,MiliMol por litro,,,mmol/l
sat_udm_code_1504,M34,Newton metro por metro cuadrado,,,N·m/m²
sat_udm_code_1505,M35,Milivoltio - amperio,,,mV·A
sat_udm_code_1506,M36,Mes de 30 días,"Unidad de cuenta que define el número de meses expresado en múltiplos de 30 días, un día es igual a 24 horas.",,mo (30 days)
sat_udm_code_1507,M37,Actual 360,"Unidad de cuenta que define el número de años expresado en múltiplos de 360 días, un día es igual a 24 horas.",,y (360 days)
sat_udm_code_1508,M38,Kilómetro por segundo cuadrado,1000 veces de la unidad base del sistema internacional dividido por la potencia de la unidad base del sistema internacional por el segundo al  exponente 2.,,km/s²
sat_udm_code_1509,M39,Centímetro por segundo cuadrado,0.01 veces de unidad de base del sistema internacional dividido por la potencia de la unidad de base del sistema internacional en segundo lugar por el exponente 2.,,cm/s²
sat_udm_code_1510,M4,Valor monetario,Unidad de medida expresada como un monto monetario.,,
sat_udm_code_1511,M40,Yarda por segundo cuadrado,"Unidad de longitud de acuerdo con el sistema Anglo-Americano y el sistema imperial de unidades, dividido por la potencia de la unidad del sistema internacional, segundo elevado al exponente 2.",,yd/s²
sat_udm_code_1512,M41,Milímetro por segundo cuadrado,"0.001 veces de unidad de base del sistema internacional, dividido por la potencia de la unidad de base del sistema internacional por el segundo exponente 2.",,mm/s²
sat_udm_code_1513,M42,Milla (milla estatal)  por segundo cuadrado,Unidad de la longitud según el sistema Imperial de unidades dividido por la potencia de la unidad base del sistema internacional por segundo por el exponente 2.,,mi/s²
sat_udm_code_1514,M43,Mil (unidad de Medida Militar),"Unidad para indicar un ángulo en la zona militar, igual a la 6400ª parte del círculo completo del 360° ó 2  pi radian.",,mil
sat_udm_code_1515,M44,Revolución,Unidad para identificar un ángulo de un círculo de 360 grados ó 2*pi*radio (Referencia ISO/TC12 SI Guía).,,rev
sat_udm_code_1516,M45,Grado por segundo cuadrado,360 partes de un círculo completo dividido por la potencia de la unidad de base SI en segundo lugar y el exponente 2.,,°/s²
sat_udm_code_1517,M46,Revolución por minuto,,,r/min
sat_udm_code_1518,M47,Circular Mil,Unidad que representa el área del círculo de un mil de diámetro.,,cmil
sat_udm_code_1519,M48,Milla cuadrada (basado en u.s survey foot),Unidad de área que es principalmente usada en la agricultura y en la forestación.,,mi² (US survey)
sat_udm_code_1520,M49,Cadena ," Es una unidad de longitud utilizada para medir terrenos. Equivale a 20,1168 metros, y en inglés se llama surveyor chain.",,ch (US survey) 
sat_udm_code_1521,M5,Microcurie,,,µCi
sat_udm_code_1522,M50,Estadio,Unidad comunmente usada en Gran Bretaña en distancias rurales: 1 furlong = 40 rods = 10 cadenas (UK) =1/8 de milla = 1/10 furlong = 220 yardas =660 pies.,,fur
sat_udm_code_1523,M51,Pie (Topografía UEA),Unidad comunmente usada en los estados unidos para la inspección de artillería.,,ft (US survey) 
sat_udm_code_1524,M52,Milla,Unidad comunmente usada en los Estados Unidos para la inspección de artillería.,,mi (US survey) 
sat_udm_code_1525,M53,Metro por pascal,"Metro, unidad del Sistema Internacional dividido por Pascal, Unidad del Sistema Internacional",,m/Pa
sat_udm_code_1526,M55,Metro por radián,Unidad del factor de conversión para la implementación de rotación a movimiento lineal.,,m/rad
sat_udm_code_1527,M56,Shake ,Unidad para un periódo muy corto.,,shake
sat_udm_code_1528,M57,Milla por minuto,Unidad de velocidad del sistema inglés de unidades.,,mi/min
sat_udm_code_1529,M58,Milla por segundo,Unidad de velocidad del sistema inglés de unidades.,,mi/s
sat_udm_code_1530,M59,Metro por segundo pascal,Metro dividido por el producto de SI unidad base segundo y el derivado unidad SI pascal.,,(m/s)/Pa
sat_udm_code_1531,M60,Metro por hora,"Metro,unidad del sistema internacional dividido por la unidad de hora.",,m/h
sat_udm_code_1532,M61,Pulgada por año,Unidad de longitud según el sistema de unidades Anglo-Americano y el sistema Imperial de unidades dividido por la unidad común año de 365 días.,,in/y
sat_udm_code_1533,M62,Kilómetro por segundo,1000 veces del medidor de unidad de base SI dividido por la segunda unidad de base SI.,,km/s
sat_udm_code_1534,M63,Pulgada por minuto,Unidad de pulgada de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por el minuto de unidad.,,in/min
sat_udm_code_1535,M64,Yarda por segundo,Unidad de yarda de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por la unidad de base segundo.,,yd/s
sat_udm_code_1536,M65,Yarda por minuto,Unidad de yarda de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por el minuto de unidad.,,yd/min
sat_udm_code_1537,M66,Yarda por hora,"Unidad de yarda de acuerdo con el sistema Anglo-Americano y el sistema Imperial de unidades, dividido por la unidad de minuto.",,yd/h
sat_udm_code_1538,M67,Acre-pie,"Unidad de volúmen, la cúal es usada en los Estados Unidos para medir la capacidad de las presas.",,acre-ft (US survey)
sat_udm_code_1539,M68,Cordón,Unidad tradicional del volumen de leña apilada que se ha medido con un cordón.,,cord
sat_udm_code_1540,M69,Milla cúbica (reinounido),,,mi³
sat_udm_code_1541,M7,Micro-pulgada,,,µin
sat_udm_code_1542,M70,Unidad tradicional de capacidad de carga,,,RT
sat_udm_code_1543,M71,Metro cúbico por pascal (joules),"Unidad de Energía del sistema internacional, metro elevado al exponente 3 y dividido por la unidad pascal.",,m³/Pa
sat_udm_code_1544,M72,Bel,"las décimas de bel, o decibeles. El logaritmo de la relación del sonido o la señal con un estándar proporciona la medición del decibel. ... El símbolo correspondiente a la unidad es B, pero dB es la unidad estándar.",,B
sat_udm_code_1545,M73,Kilogramo por metro cúbico pascal,"Unidad base del sistema internacional kilogramo, dividido por el producto de metro elevado al exponente 3 por pascal.",,(kg/m³)/Pa
sat_udm_code_1546,M74,Kilogramo por pascal,,,kg/Pa
sat_udm_code_1547,M75,Kilolibra fuerza,"100 veces la unidad de fuerza, libra fueza de acuerdo con la relación del sistema de unidades  Anglo-Americano",,kip
sat_udm_code_1548,M76,Poundal,"Unidad no conforme al sistema internacional de la potencia, que corresponde a una masa de una libra multiplicada con la aceleración de un pie por segundo cuadrado.",,pdl
sat_udm_code_1549,M77,Kilogramo metro por segundo cuadrado,"Producto del kilogramo,unidad base del sistema internacional y del metro, unidad base del sistema internacional dividido por la potencia del segundo elevado al exponente 2.",,kg·m/s²
sat_udm_code_1550,M78,Pond,"0.001 veces de la unidad del peso, definida como una masa de 1 kg que se encuentra sobre una fuerza de peso de 1 kp por la fuerza gravitatoria al nivel del mar, que corresponde a una fuerza de 9,806 65 newton.",,p
sat_udm_code_1551,M79,Pie cuadrado por hora,"Potencia de la unidad pie, de acuerdo con el sistema Anglo-Americano e Imperial de unidades, elevado al exponente 2 y dividido por la unidad derivada pascal del sistema internacional de unidades.",,ft²/h
sat_udm_code_1552,M80,Stokes por pascal,"CGS (Centímetro-Gramo-Segundo sistema) unidad stokes dividido por la unidad derivada del sistema internacional, pascal.",,St/Pa
sat_udm_code_1553,M81,Centímetro cuadrado por segundo,,,cm²/s
sat_udm_code_1554,M82,Metro cuadrado por segundo pascal,"Potencia de la unidad base, metro, del sistema internacional con el exponente 2, dividido por la unidad base, segundo, y la unidad derivada, pascal, ambas del sistema internacional.",,(m²/s)/Pa
sat_udm_code_1555,M83,Denier,Unidad tradicional para la indicación de la masa lineal de fibras e hilados textiles.,,den
sat_udm_code_1556,M84,Libra por yarda ,Unidad de masa lineal según el sistema de unidades avoirdupois.,,lb/yd
sat_udm_code_1557,M85,"Tonelada, ensayo","Unidad de masa no conforme al sistema internacional, utilizada en la mineralogía para determinar la concentración de metales preciosos en el mineral de acuerdo con la masa del metal precioso en miligramos en una muestra de la masa de un sonido de ensayo (número de onzas troy en una tonelada corta (1 000 lb)).",,
sat_udm_code_1558,M86,Libra Alemana,Anticuada unidad de masa usada en Alemania.,,pfd
sat_udm_code_1559,M87,Kilogramo por segundo pascal,Es la unidad base kilogramo dividido por el producto de la unidad base segundo y la derivada de la unidad pascal.,,(kg/s)/Pa
sat_udm_code_1560,M88,Tonelada por mes,Unidad tonelada métrica dividida por la unidad mes,,t/mo
sat_udm_code_1561,M89,Tonelada por año,Unidad tonelada métrica dividida por la unidad año con 365 días,,t/y
sat_udm_code_1562,M9,Millones de btu por 1000 pies cúbicos,,,MBTU/kft³
sat_udm_code_1563,M90,Kilolibra por hora,1000 veces la unidad de la masa libra avoirdupois de acuerdo con el sistema unitario avoirdupois dividido por la unidad de hora.,,klb/h
sat_udm_code_1564,M91,Libra por libra,Proporción de la masa consistente en la libra avoirdupois según el sistema unitario avoirdupois dividido por la libra avoirdupois según el sistema unitario avoirdupois.,,lb/lb
sat_udm_code_1565,M92,Libra fuerza pie,"Producto de la unidad libra fuerza, de acuerdo con el sistema de unidades Anglo-Americano, y la unidad pie, de acuerdo con el sistema de unidades, Anglo-Americano y el sistema imperial de unidades.",,lbf·ft
sat_udm_code_1566,M93,Newton metro por radián,"Producto de la unidad derivada del sistema internacional, newton y de la unidad base , metro, dividida por la unidad radián.",,N·m/rad
sat_udm_code_1567,M94,Kilogramo metro,Unidad de desequilibrio como producto del kilogramo  y el metro.,,kg·m
sat_udm_code_1568,M95,Poundal pie,"Producto de la unidad poundal, no conforme al sistema internacional de unidades, y la unidad pie, de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial.",,pdl·ft
sat_udm_code_1569,M96,Poundal pulgada,"Producto de la unidad poundal, no conforme al sistema internacional de unidades, y la unidad pulgada, de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial.",,pdl·in
sat_udm_code_1570,M97,Dina metro,CGS (Centímetro-Gramo-Segundo sistema) unidad del momento de rotación.,,dyn·m
sat_udm_code_1571,M98,Kilogramo centímetro por segundo,Producto del kilogramo de unidad de base SI y  0.01 veces de metro unidad de base SI dividido por la unidad de base SI en segundo.,,kg·(cm/s)
sat_udm_code_1572,M99,Gramo centímetro por segundo,"Producto del 0.001 veces del kilogramo de la unidad base SI y el 0,01 veces del metro de la unidad base SI dividido por la unidad base SI, segundo.",,g·(cm/s)
sat_udm_code_1573,MA,Máquina por unidad,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_1574,MAH,Megavoltio amperio reactivo hora,Define la cantidad total de potencia reactiva a través de un sistema de potencia.,,Mvar·h
sat_udm_code_1575,MAL,Megalitro,,,Ml
sat_udm_code_1576,MAM,Megametro,Es la unidad de longitud que equivale a un millón de metros.,,Mm
sat_udm_code_1577,MAR,Megavar,Una unidad de potencia reactiva eléctrica representada por una corriente de mil amperios que fluye debido a una diferencia de potencial de mil voltios donde el seno del ángulo de fase entre ellos es 1.,,kvar
sat_udm_code_1578,MAW,Megawatt,Unidad de potencia que define la tasa de energía transferida o consumida cuando una corriente de 1000 amperios fluye debido a un potencial de 1000 volts al factor de potencia unitario.,,MW
sat_udm_code_1579,MBE,Mil equivalente de ladrillo estándar,Unidad de cuenta que define el número de mil unidades equivalentes de ladrillo.,,
sat_udm_code_1580,MBF,Mil pies de tabla,,,
sat_udm_code_1581,MBR,Milibar,,,mbar
sat_udm_code_1582,MC,Microgramo,,,µg
sat_udm_code_1583,MCU,Milicurie,,,mCi
sat_udm_code_1584,MD,Tonelada métrica seca al aire,"Unidad de conteo que define el número de toneladas métricas de un producto, sin tener en cuenta el contenido de agua del producto.",,
sat_udm_code_1585,MF,Miligramo por pie cuadrado por lado,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_1586,MGM,Miligramo,"Medida de masa, de símbolo mg, que es igual a la milésima parte de un gramo.",,mg
sat_udm_code_1587,MHZ,Megahertz,Medida de frecuencia que es igual a 1 millón de hertz.,,MHz
sat_udm_code_1588,MIK,Milla cuadrada (milla estatal), Es una unidad de superficie equivalente a un cuadrado cuyos lados miden una milla estatutaria.,,mi²
sat_udm_code_1589,MIL,Mil,"Es un número natural que se escribe 1000 o 10³ en notación científica, y que sigue del 999 y precede al 1001.",,
sat_udm_code_1590,MIN,Minuto [unidad de tiempo],"Es una unidad de tiempo que equivale a la sexagésima parte de una hora. También comprende 60 segundos. Su símbolo es min (adviértase que no es una abreviatura: no admite mayúscula, ni punto, ni plural). ",,min
sat_udm_code_1591,MIO,Millon,"Es igual a mil millares, o 106. El concepto de millón también se puede expresar mediante el prefijo mega antepuesto a unidades del SI. Etimología: millón proviene del término italiano milione (del latín: mille).",,
sat_udm_code_1592,MIU,Unidad internacional de millon,Unidad de cuenta que define el número de unidades internacionales en múltiplos de 106.,,
sat_udm_code_1593,MK,Miligramo por pulgada cuadrada,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",Mg / in²
sat_udm_code_1594,MLD,Mil millones,Sinónimo: billon (US),,
sat_udm_code_1595,MLT,Mililitro,"Medida de volumen, de símbolo ml, que es igual a la milésima parte de un litro.",,ml
sat_udm_code_1596,MMK,Milímetro cuadrado,"Medida de longitud, de símbolo mm, que es igual a la milésima parte de un metro.",,mm²
sat_udm_code_1597,MMQ,Milímetro cúbico,"Medida de longitud, de símbolo mm, que es igual a la milésima parte de un metro.",,mm³
sat_udm_code_1598,MMT,Milímetro,Es una unidad de longitud. Es el tercer submúltiplo del metro y equivale a la milésima parte de él. ,,mm
sat_udm_code_1599,MND,"Kilogramo, peso seco","Unidad de masa que define el número de kilogramos de un producto, sin tener en cuenta el contenido de agua del producto.",,
sat_udm_code_1600,MON,Mes ,Unidad de tiempo equivalente a 1/12 de año de 365.25 días.,,mo
sat_udm_code_1601,MPA,Megapascal,,,MPa
sat_udm_code_1602,MQ,Mil metros,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_1603,MQH,Metro cúbico por hora,,,m³/h
sat_udm_code_1604,MQS,Metro cúbico por segundo,,,m³/s
sat_udm_code_1605,MSK,Metro por segundo cuadrado,"Es la aceleración de un cuerpo, animado de movimiento uniformemente variado, cuya velocidad varía cada segundo, 1 m/s. ",,m/s²
sat_udm_code_1606,MTK,Metro cuadrado,Es la unidad básica de superficie en el Sistema Internacional de Unidades. Si a esta unidad se antepone un prefijo del Sistema Internacional se crea un múltiplo o submúltiplo de esta.,,m²
sat_udm_code_1607,MTQ,Metro cúbico,Sinónimo: metro cúbico,,m³
sat_udm_code_1608,MTR,Metro,El metro (símbolo m) es la principal unidad de longitud del Sistema Internacional de Unidades. Un metro es la distancia que recorre la luz en el vacío en un intervalo de 1/299 792 458 de segundo.,,m
sat_udm_code_1609,MTS,Metro por segundo,"Es la velocidad de un cuerpo que, con movimiento uniforme, recorre, una longitud de un metro en 1 segundo .",,m/s
sat_udm_code_1610,MV,Número de mults,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_1611,MVA,Megavoltio - amperio,,,MV·A
sat_udm_code_1612,MWH,Megawatt hora,Unidad de potencia que define la cantidad total de energía a granel transferida o consumida.,,MW·h
sat_udm_code_1613,N1,Pluma calórica,Unidad de conteo que define el número de calorías que se recetan diariamente para la terapia parenteral / enteral.,,
sat_udm_code_1614,N10,Libra pie por segundo,"Producto de la libra avoirdupois de acuerdo con el sistema de unidades avoirdupois y el pie de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial, dividido por la unidad segundo del sistema interacional.",,lb·(ft/s)
sat_udm_code_1615,N11,Libra pulgada por segundo,"Producto de la libra avoirdupois de acuerdo con el sistema de unidades avoirdupois y la pulgada de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial, dividido por la unidad segundo del sistema interacional.",,lb·(in/s)
sat_udm_code_1616,N12,Pferdestaerke,Unidad obsoleta de la potencia relativa a DIN 1301-3: 1979: 1 PS = 735.498 75 W.,,PS
sat_udm_code_1617,N13,Centímetro de mercurio (0°),"Unidad de presión no conforme al sistema internacional, en la cuál el valor de 1 cmHg cumple con la presión estática, que es generada por un mercurio a una temperatura de 0 ° C con una altura de 1 centímetro.",,cmHg (0 ºC)
sat_udm_code_1618,N14,Centímetro de agua (4°),"Unidad de presión no conforme al sistema internacional, en la cuál el valor de 1 cmH2O cumple con la presión estática, que es generada por una cabeza de agua a una temperatura de 4 ° C con una altura de 1 centímetro.",,cmH₂O (4 °C)
sat_udm_code_1619,N15,Pie de agua (39.2 °f),"Unidad de presión no conforme al sistema internacional, de acuerdo con el sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 ft H2O es equivalente a la presión estática, que es generada por una cabeza de agua a una temperatura de 39,2 ° F con una Altura de 1 pie.",,"ftH₂O (39,2 ºF)"
sat_udm_code_1620,N16,Pulgada de mercurio (32 °f),"Unidad de presión no conforme al sistema internacional, de acuerdo con el sistema Anglo-American e Imperial para unidades, mientras que el valor de 1 inHg cumple con la presión estática, que es generada por un mercurio a una temperatura de 32 ° F con una altura de 1 pulgada.",,inHG (32 ºF)
sat_udm_code_1621,N17,Pulgada de mercurio (60 °f),"Unidad de presión no conforme al sistema internacional sino según al sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 in Hg satisface la presión estática, que es generada por un mercurio a una temperatura de 60 ° F con una altura de 1 pulgada.",,inHg (60 ºF)
sat_udm_code_1622,N18,Pulgada de agua (39.2 °f),"Unidad de presión no conforme al sistema internacional sino de acuerdo con el sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 inH2O satisface la presión estática, que es generada por una cabeza de agua a una temperatura de 39,2 ° F con una altura De 1 pulgada.",,"inH₂O (39,2 ºF)"
sat_udm_code_1623,N19,Pulgada de agua (60 °f),"Unidad de presión no conforme al sistema internacional sino según al sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 inH2O satisface la presión estática, que es generada por una cabeza de agua a una temperatura de 60 ° F con una altura de 1 pulgada.",,inH₂O (60 ºF)
sat_udm_code_1624,N2,número de líneas,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_1625,N20,Kip por pulgada cuadrada,Unidad de presión no conforme al sistema internacional de unidades sino de acuerdo con el sistema Anglo-Americano de unidades como el 1000 veces de la unidad de fuerza de libra fuerza dividida por la potencia de la unidad de pulgada por el exponente 2.,,ksi
sat_udm_code_1626,N21,Poundal por pie cuadrado,"Unidad de presión no conforme al sistema internacional según el sistema Imperial de unidades según NIST: 1 pdl / ft² = 1,488 164 Pa.",,pdl/ft²
sat_udm_code_1627,N22,Onza (avoirdupois) por pulgada cuadrada,Unidad de la masa específica de la superficie (onza de avoirdupois según el sistema del avoirdupois de unidades según la superficie pulgada cuadrada según el sistema Anglo-Americano e imperial de unidades).,,oz/in²
sat_udm_code_1628,N23,Metro convencional de agua,"No es una unidad de presión del sistema internacional, mientras que un valor de 1 mH2O es equivalente a la presión estática, que es producida por una columna de agua de un metro de alto.",,mH₂O
sat_udm_code_1629,N24,Gramo por milímetro cuadrado,"0.001 veces el kilo de unidad de basedel sistema internacional dividido por el 0,000 001 veces de la potencia del medidor de unidad de base del sistema internacional por el exponente 2.",,g/mm²
sat_udm_code_1630,N25,Libra por yarda cuadrada,Unidad para la masa relacionada con el área como una unidad de la libra según el sistema de la unidad del avoirdupois dividido por la potencia del patio de la unidad según el sistema Anglo-Americano e imperial de unidades con el exponente 2.,,lb/yd²
sat_udm_code_1631,N26,Poundal por pulgada cuadrada,Unidad de presión no conforme al sistema internacional sino según el sistema Imperial de unidades (poundal por pulgada cuadrada).,,pdl/in²
sat_udm_code_1632,N27,Pie a la cuarta potencia ,"Potencia de la unidad pie, de acuerdo con el sistema Anglo-Americano e Imperial de unidades, elevado al exponente 4 de acuerdo con NIST: 1 ft4 = 8,630 975 m4.",,ft⁴
sat_udm_code_1633,N28,Decímetro cúbico por kilogramo,"0.001 veces de metro, unidad base  del sistema internacional elevado al exponente 3 dividido por el kilogramo.",,dm³/kg
sat_udm_code_1634,N29,Pie cúbico por libra ,"Potencia del pie, unidad de acuerdo con el sistema de unidades Anglo-Americanas e Imperial elevado al exponente 3 dividido por la libra de la unidad avoirdupois según el sistema unitario avoirdupois.",,ft³/lb
sat_udm_code_1635,N3,Impresión de punto,,,
sat_udm_code_1636,N30,Pulgada cúbica por libra,Potencia de la unidad pulgada según el sistema Anglo-Americano e Imperial de unidades elevado al exponente 3 dividido por la libra avoirdupois según el sistema unitario avoirdupois.,,in³/lb
sat_udm_code_1637,N31,Kilonewton por metro,"1000 veces de la unidad derivada newton dividido por el metro, ambas unidades del sistema internacional.",,kN/m
sat_udm_code_1638,N32,Poundal por pulgada,Unidad de tensión superficial de acuerdo con el sistema de unidad Imperial como cociente de poundal por pulgada.,,pdl/in
sat_udm_code_1639,N33,Libra-fuerza por yarda,Unidad de fuerza por unidad de longitud basado en el sistema Anglo-Americano de unidades.,,lbf/yd
sat_udm_code_1640,N34,Poundal segundo por pie cuadrado,Unidad de viscosidad no conforme al sistema internacional.,,(pdl/ft²)·s
sat_udm_code_1641,N35,Poise por pascal,"CGS (Centímetro-Gramo-Segundo sistema) unidad poise dividido por la unidad derivada del sistema internacional, pascal.",,P/Pa
sat_udm_code_1642,N36,Newton segundo por metro cuadrado,Unidad de la viscosidad dinámica como un producto de la unidad de la presión (newton por metro cuadrado) multiplicado con la unidad de base SI segundo.,,(N/m²)·s
sat_udm_code_1643,N37,Kilogramo por metro segundo,Unidad de la viscosidad dinámica como un cociente de la unidad kilogramo del sistema internacional entre la unidad metro y por segundo del sistema internacional de unidades.,,kg/(m·s)
sat_udm_code_1644,N38,Kilogramo por metro minuto,Unidad de la viscosidad dinámica como un cociente de la unidad kilogramo del sistema internacional entre la unidad metro y por minuto del sistema internacional de unidades.,,kg/(m·min)
sat_udm_code_1645,N39,Kilogramo por metro día,"Unidad de la viscosidad dinámica como un cociente de unidad base kilogramo dividido por la unidad base metro y por la unidad de día, ambas del sistema internacional. ",,kg/(m·d)
sat_udm_code_1646,N40,Kilogramo por metro hora,"Unidad de la viscosidad dinámica como cociente de la unidad base kilogramo dividido por la unidad base metro y por unidad de hora, ambas del sistema internacional.",,kg/(m·h)
sat_udm_code_1647,N41,Gramo por centímetro segundo,"Unidad de la viscosidad dinámica como un cociente del 0,001 veces de la unidad base kilogramo dividido por el 0,01 veces de la unidad base metro y la unidad base segundo, del sistema internacional de unidades.",,g/(cm·s)
sat_udm_code_1648,N42,Poundal segundo por pulgada cuadrada,"Unidad de viscosidad dinámica no conforme al sistema internacional sino según el sistema Imperial de unidades, como producto de la  unidad de presión (poundal por pulgada cuadrada) multiplicada por la unidad base segundo, del sistema internacional de unidades.",,(pdl/in²)·s
sat_udm_code_1649,N43,Libra por pie minuto,Unidad de la viscosidad dinámica según el sistema Anglo-Americano de unidades.,,lb/(ft·min)
sat_udm_code_1650,N44,Libra por pie día,Unidad de la viscosidad dinámica según el sistema Anglo-Americano de unidades.,,lb/(ft·d)
sat_udm_code_1651,N45,Metro cúbico por segundo pascal,"Potencia de la unidad metro del sistema internacional por el exponente 3 dividido por el producto de la unidad base segundo y la unidad derivada pascal, ambas del sistema internacional de unidades.",,(m³/s)/Pa
sat_udm_code_1652,N46,Pie poundal,Unidad de trabajo (trayectoria de fuerza),,ft·pdl
sat_udm_code_1653,N47,Pulgada poundal,Unidad de trabajo (fuerza multiplicado por trayectoria) de acuerdo con el sistema imperial de unidades como el producto de la unidad pulgada multiplicada por el poundal.,,in·pdl
sat_udm_code_1654,N48,Watt por centímetro cuadrado,"Unidad derivada del sistema internacional, watt, dividido por la potencia de la 0.01 parte de la unidad base del sistema internacional, metro al exponente 2.",,W/cm²
sat_udm_code_1655,N49,Watt por pulgada cuadrada,"Unidad derivada del sistema internacional, watt, dividido por la potencia de la unidad pulgada al exponente 2, de acuerdo al sistema de unidades Anglo-Americano y el sistema imperial de unidades.",,W/in²
sat_udm_code_1656,N50,Unidad térmica británica (tabla internacional) por pie cuadrado hora.,Unidad del flujo superficial de calor según el sistema Imperial de unidades.,,BtuIT/(ft²·h)
sat_udm_code_1657,N51,Unidad térmica británica (termoquímica) por pie cuadrado hora.,Unidad del flujo superficial de calor según el sistema Imperial de unidades.,,Btuth/(ft²·h)
